Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
AUS,Australia,362,Volume of imports (% change),Percent change,4.997,10.042,5.46,-9.819,22.058,3.79,-3.149,2.516,21,21.161,-4.209,-2.245,6.706,5.138,14.591,8.746,7.454,10.837,7.295,8.365,8.001,-5.041,11.032,11.354,15.206,9.45,8.566,13.08,10.609,-8.11,15.506,11.013,5.544,-2.007,-1.369,1.958,0.141,7.73,4.139,1.254,2.424,2.68,2.89,2.891,2.891
AUS,Australia,363,Volume of exports (% change),Percent change,-0.915,-3.403,8.771,-4.36,16.092,10.397,3.625,12.119,7.3,3.29,7.513,12.996,6.3,8.409,7.939,5.58,10.285,11.961,0.22,4.724,11.59,3.024,0.783,-1.114,3.702,3.381,3.407,3.406,4.399,1.988,5.717,-0.144,5.412,5.823,6.931,6.535,6.79,3.445,5.011,0.981,2.366,2.881,3.079,3.116,3.102
AUS,Australia,2777,General government total expenditure,% of GDP,,,,,,,,,30.733,29.667,30.546,33.125,34.115,34.2,33.819,33.777,33.633,32.883,34.724,36.3,35.315,35.751,35.009,35,34.954,34.681,34.639,34.382,35.112,37.844,37.027,36.299,36.556,36.499,36.832,37.356,37.351,36.428,36.828,37.396,36.636,35.773,35.561,35.569,35.594
AUS,Australia,2779,General government net lending/borrowing,% of GDP,,,,,,,,,0.478,0.927,-0.232,-2.794,-4.753,-4.735,-3.801,-2.61,-1.46,-0.494,-0.246,0.667,1.254,-0.03,0.193,1.054,1.328,1.712,1.777,1.478,-1.102,-4.545,-5.092,-4.437,-3.455,-2.816,-2.921,-2.799,-2.559,-1.49,-1.222,-1.451,-0.667,0.02,0.142,0.001,-0.005
AUS,Australia,2781,General government structural balance,% of GDP,,,,,,,,,,,-0.28,-1.997,-3.712,-3.947,-3.175,-1.99,-0.813,0.122,0.185,0.942,1.328,0.133,0.301,1.027,1.25,1.668,1.7,1.208,-1.397,-4.484,-4.913,-4.247,-3.267,-2.562,-2.544,-2.384,-2.203,-1.194,-0.956,-1.187,-0.445,0.162,0.232,0.046,0.009
AUS,Australia,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,1.875,-0.98,-3.12,-2.903,-1.787,-0.5,0.57,1.223,1.145,1.65,1.932,0.69,0.853,1.346,1.317,1.568,1.471,1.286,-1.133,-4.451,-4.803,-3.94,-2.76,-2.028,-2.04,-1.848,-1.621,-0.571,-0.311,-0.545,0.23,0.862,0.958,0.816,0.81
AUS,Australia,2785,General government net debt,% of GDP,,,,,,,,,,9.942,9.586,12.62,18.247,22.092,23.286,23.142,21.377,18.215,14.662,11.052,7.142,4.701,2.765,0.755,-1.231,-3.813,-6.323,-7.274,-5.298,-0.542,3.969,8.081,11.238,13.191,15.504,17.853,18.912,18.357,19.232,20.412,20.151,19.527,18.78,17.689,16.725
AUS,Australia,2787,General government gross debt,% of GDP,,,,,,,,,,17.055,16.445,21.65,27.678,30.721,31.782,31.234,29.422,25.959,23.754,22.595,19.552,17.17,15.051,13.221,11.948,10.891,9.967,9.687,11.753,16.764,20.489,24.11,27.726,30.676,34.09,37.77,40.525,40.67,40.672,41.098,40.554,39.735,38.877,37.52,36.374
AUS,Australia,3092,"Inflation, average consumer prices",Percent change,10.136,9.488,11.352,10.039,3.96,6.735,9.05,8.533,7.27,7.58,7.233,3.307,0.969,1.752,1.968,4.584,2.653,0.225,0.859,1.408,4.457,4.407,3.049,2.731,2.342,2.659,3.554,2.356,4.348,1.77,2.863,3.356,1.686,2.45,2.513,1.508,1.254,1.972,1.979,2.017,2.269,2.523,2.517,2.498,2.492
AUS,Australia,3296,Unemployment rate (% of total labor force) (WEO),%,6.133,5.783,7.183,9.967,8.967,8.258,8.117,8.108,7.208,6.142,6.942,9.608,10.742,10.883,9.717,8.483,8.525,8.367,7.692,6.867,6.292,6.775,6.358,5.942,5.383,5.042,4.792,4.375,4.25,5.575,5.208,5.083,5.225,5.658,6.067,6.042,5.717,5.583,5.292,4.793,4.792,4.792,4.788,4.795,4.79
AUT,Austria,345,Total investment (% of GDP),% of GDP,33.133,28.87,25.998,25.353,27.248,26.883,26.773,26.917,25.657,26.486,26.704,26.97,26.292,25.361,26.187,26.768,26.338,26.214,26.106,26.118,25.927,25.161,23.643,24.409,24.061,23.825,23.61,24.584,24.467,22.775,22.608,24.14,23.977,23.723,23.532,23.805,24.326,25.138,25.545,25.635,25.733,25.764,26.25,26.247,26.45
AUT,Austria,346,Gross national savings (% of GDP),% of GDP,25.919,24.598,23.647,21.978,23.015,22.998,23.096,23.305,23.834,25.014,25.732,25.263,24.227,22.927,22.855,23.979,23.499,23.668,24.253,23.857,25.221,24.364,25.745,25.957,26.137,26.084,26.905,28.387,28.957,25.372,25.463,25.771,25.46,25.666,26.006,25.531,26.803,27.089,27.884,27.668,27.654,27.648,28.196,28.19,28.301
AUT,Austria,347,"Inflation, average consumer prices",Index,53.215,56.837,59.929,61.928,65.436,67.523,68.696,69.663,70.964,72.561,74.577,76.901,79.536,82.108,84.334,85.693,87.211,88.228,88.95,89.407,91.156,93.254,94.824,96.057,97.943,100,101.689,103.926,107.281,107.715,109.539,113.418,116.333,118.796,120.54,121.514,122.695,125.431,128.089,130.347,132.938,135.713,138.563,141.351,144.178
AUT,Austria,352,Population (WEO),Value,7540000,7556000,7565000,7543000,7544000,7549000,7557000,7567000,7576000,7594000,7645000,7711000,7799000,7883000,7929000,7948000,7959000,7968000,7977000,7992000,8012000,8042000,8082000,8118000,8169000,8225000,8268000,8295000,8322000,8341000,8361000,8389000,8426000,8477000,8544000,8630000,8740000,8815000,8885000,8950000,9012000,9069000,9122000,9171000,9217000
AUT,Austria,354,General government total expenditure,National Currency,,,,,,,,,56905000000,59225000000,64045000000,70173000000,76328000000,86901000000,91251000000,98568000000,101546000000,98658000000,106133000000,102547000000,108201000000,113255000000,118878000000,115759000000,130152000000,129970000000,134925000000,139836000000,146502000000,155950000000,156338000000,157831000000,163192000000,167292000000,174318000000,175671000000,178892000000,181190000000,187722000000,191958000000,200942000000,208557000000,216484000000,224957000000,233018000000
AUT,Austria,355,General government net lending/borrowing,National Currency,,,,,,,,,-4013000000,-3874000000,-3534000000,-4343000000,-3328000000,-7308000000,-8469000000,-10843000000,-7954000000,-4476000000,-5240000000,-5337000000,-4407000000,-1452000000,-4228000000,-3204000000,-11727000000,-6455000000,-6866000000,-3926000000,-4469000000,-15427000000,-13177000000,-7992000000,-6975000000,-6317000000,-9092000000,-3602000000,-5622000000,-2589000000,-752000000,-438000000,-1087000000,-1432000000,-2038000000,-2726000000,-3007000000
AUT,Austria,356,General government structural balance,National Currency,-1502000000,-696000000,-2112000000,3416000000,-1221000000,-1295000000,-2915000000,-4467000000,-3004000000,-3985000000,-4511000000,-5659000000,-3984000000,-5851000000,-7700000000,-10057000000,-7741000000,-4873000000,-5798000000,-6648000000,-8289000000,-3596000000,-4600000000,-752000000,-4574000000,-5752000000,-8493000000,-8013000000,-8527000000,-10703000000,-11394000000,-9113000000,-6605000000,-5707000000,-1115000000,2051000000,-2793000000,-2059000000,-2400000000,-2562000000,-3119000000,-3064000000,-2701000000,-3110000000,-2995000000
AUT,Austria,357,General government primary net lending/borrowing,National Currency,,,,,,,,,-1756000000,-1553000000,-1010000000,-1430000000,-168000000,-3166000000,-4204000000,-5074000000,-1887000000,1326000000,566000000,347000000,1449000000,4490000000,1232000000,2814000000,-6255000000,-448000000,-633000000,2305000000,2042000000,-9103000000,-6771000000,-1373000000,-70000000,615000000,-2495000000,2945000000,355000000,2785000000,3938000000,4044000000,3316000000,2806000000,1931000000,1282000000,1053000000
AUT,Austria,358,General government net debt,National Currency,,,,,,,,,,,,,,,,,,,,82308000000,93415000000,93232000000,100305000000,98984000000,111959000000,127119000000,132946000000,138460000000,144441000000,163207000000,178963000000,186902000000,192693000000,195669000000,197037000000,200658000000,203538000000,206910000000,197674000000,196112000000,195099000000,195632000000,197670000000,200396000000,203403000000
AUT,Austria,359,General government gross debt,National Currency,,,,,,,,,68623000000,72082000000,76920000000,82763000000,87270000000,97552000000,107640000000,119834000000,123776000000,119001000000,135123000000,124559000000,140420000000,146328000000,151862000000,150470000000,157160000000,173578000000,179444000000,183849000000,200984000000,229225000000,243871000000,254858000000,260215000000,262404000000,279036000000,290567000000,295200000000,290331000000,287583000000,286020000000,285008000000,285540000000,287579000000,290305000000,293312000000
AUT,Austria,360,Gross domestic product corresponding to fiscal year,National Currency,75980000000,80885000000,86824000000,92523000000,97131000000,102372000000,107602000000,111721000000,119625000000,127959000000,137525000000,147439000000,155762000000,160900000000,168925000000,176578000000,182541000000,188724000000,196347000000,203851000000,213606000000,220525000000,226735000000,231863000000,242348000000,254075000000,267824000000,283978000000,293762000000,288044000000,295897000000,310129000000,318653000000,323910000000,333146000000,344259000000,356238000000,369899000000,387352000000,401896000000,416709000000,431871000000,447129000000,463360000000,479582000000
AUT,Austria,362,Volume of imports (% change),Percent change,6.17,-0.771,-4.667,5.691,10.05,6.156,-2.911,5.447,10.4,10.158,7.98,5.114,2.116,-5.489,10.332,5.905,3.837,7.27,5.758,4.064,10.186,5.192,0.291,3.507,7.975,5.455,5.854,5.635,0.954,-11.899,11.97,5.954,0.924,0.694,2.957,3.621,3.404,5.115,2.816,2.287,2.44,2.243,2.234,2.027,1.972
AUT,Austria,363,Volume of exports (% change),Percent change,5.227,5.063,1.591,3.638,6.334,7.1,-2.348,3.101,10.2,10.544,8.572,2.937,1.319,-2.373,5.688,7.205,4.656,11.028,7.852,6.434,13.524,5.771,4.286,0.532,8.661,6.665,7.576,7.572,2.171,-14.368,13.131,5.935,1.438,0.641,2.888,3.547,2.707,4.658,3.834,2.736,2.588,2.772,2.146,2.375,1.708
AUT,Austria,2777,General government total expenditure,% of GDP,,,,,,,,,47.57,46.284,46.57,47.594,49.003,54.009,54.019,55.821,55.629,52.276,54.054,50.305,50.654,51.357,52.43,49.926,53.704,51.154,50.378,49.242,49.871,54.141,52.835,50.892,51.213,51.648,52.325,51.029,50.217,48.984,48.463,47.763,48.221,48.292,48.417,48.549,48.588
AUT,Austria,2779,General government net lending/borrowing,% of GDP,,,,,,,,,-3.355,-3.028,-2.57,-2.946,-2.137,-4.542,-5.013,-6.141,-4.357,-2.372,-2.669,-2.618,-2.063,-0.658,-1.865,-1.382,-4.839,-2.541,-2.563,-1.382,-1.521,-5.356,-4.453,-2.577,-2.189,-1.95,-2.729,-1.046,-1.578,-0.7,-0.194,-0.109,-0.261,-0.332,-0.456,-0.588,-0.627
AUT,Austria,2781,General government structural balance,% of GDP,,,,,,,,,,,,-3.909,-2.588,-3.603,-4.507,-5.634,-4.208,-2.57,-2.969,-3.296,-3.945,-1.643,-2.035,-0.321,-1.874,-2.255,-3.205,-2.9,-2.988,-3.669,-3.826,-2.969,-2.084,-1.75,-0.329,0.585,-0.774,-0.555,-0.624,-0.643,-0.755,-0.714,-0.606,-0.672,-0.624
AUT,Austria,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,-1.468,-1.214,-0.734,-0.97,-0.108,-1.968,-2.489,-2.874,-1.034,0.703,0.288,0.17,0.678,2.036,0.543,1.214,-2.581,-0.176,-0.236,0.812,0.695,-3.16,-2.288,-0.443,-0.022,0.19,-0.749,0.855,0.1,0.753,1.017,1.006,0.796,0.65,0.432,0.277,0.22
AUT,Austria,2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,,,,,40.377,43.732,42.277,44.239,42.691,46.197,50.032,49.639,48.757,49.169,56.66,60.482,60.266,60.471,60.408,59.144,58.287,57.135,55.937,51.032,48.797,46.819,45.299,44.209,43.248,42.413
AUT,Austria,2787,General government gross debt,% of GDP,,,,,,,,,57.365,56.332,55.932,56.134,56.028,60.629,63.721,67.865,67.807,63.056,68.819,61.103,65.738,66.355,66.978,64.896,64.849,68.318,67.001,64.74,68.417,79.58,82.418,82.178,81.661,81.011,83.758,84.404,82.866,78.489,74.243,71.168,68.395,66.117,64.317,62.652,61.16
AUT,Austria,3092,"Inflation, average consumer prices",Percent change,6.325,6.807,5.44,3.335,5.665,3.19,1.737,1.408,1.868,2.249,2.779,3.116,3.426,3.234,2.711,1.611,1.771,1.167,0.818,0.513,1.956,2.302,1.684,1.3,1.964,2.1,1.689,2.2,3.228,0.405,1.693,3.542,2.57,2.118,1.468,0.808,0.972,2.23,2.119,1.762,1.988,2.088,2.1,2.012,2
AUT,Austria,3296,Unemployment rate (% of total labor force) (WEO),%,1.6,2.2,3.1,3.7,3.8,3.6,3.1,3.8,2.676,2.348,2.723,3.151,3.29,3.958,3.85,4.242,4.717,4.758,4.708,4.142,3.883,4.008,4.392,4.792,5.5,5.65,5.225,4.867,4.108,5.333,4.817,4.583,4.917,5.342,5.617,5.733,6.033,5.533,4.85,5.1,5,5,5.1,5.1,5.1
AZE,Azerbaijan,345,Total investment (% of GDP),% of GDP,,,,,,,,,,,,,23.715,22.583,1.873,23.779,29.003,34.238,34.665,26.495,20.674,20.677,34.576,53.17,57.99,41.535,29.859,21.525,18.694,18.949,18.06,20.268,22.317,25.658,27.51,27.914,25.682,24.148,26.426,26.37,29.923,27.278,26.917,27.456,27.473
AZE,Azerbaijan,346,Gross national savings (% of GDP),% of GDP,,,,,,,,,,,,,-11.204,10.587,-3.588,6.881,0.44,13.814,6.213,9.416,16.223,19.552,19.652,23.413,25.389,38.704,44.302,44.625,49.472,39.804,44.139,46.269,43.758,42.217,40.476,27.348,22.075,27.125,37.806,36.708,41.796,39.407,39.066,39.183,38.811
AZE,Azerbaijan,347,"Inflation, average consumer prices",Index,,,,,,,,,,,,,0.063,0.773,13.635,69.78,83.592,86.664,85.994,78.663,80.083,81.499,83.746,85.523,91.26,100,108.227,126.177,152.4,154.457,163.206,175.861,177.631,181.936,184.57,192.042,215.929,243.664,249.268,255.5,261.887,268.958,276.22,284.507,293.042
AZE,Azerbaijan,352,Population (WEO),Value,,,,,,,,,,,,,7459000,7487000,7597000,7644000,7726000,7800000,7877000,7953000,8033000,8114000,8191000,8269000,8349000,8447000,8553000,8666000,8780000,8922000,8998000,9111000,9235000,9357000,9477000,9593000,9706000,9822000,9940000,10059000,10180000,10302000,10426000,10551000,10677000
AZE,Azerbaijan,354,General government total expenditure,National Currency,,,,,,,,,,,,,,,172000000,398000000,540000000,638000000,620000000,736000000,861000000,892000000,1403000000,1548000000,2066000000,2817000000,4743000000,7393000000,12619000000,12285000000,13571000000,17570000000,20056000000,21981000000,21466000000,21034000000,21377000000,25043000000,26433000000,26496000000,25722000000,26146000000,26936000000,27031000000,27822000000
AZE,Azerbaijan,355,General government net lending/borrowing,National Currency,,,,,,,,,,,,,,,-45000000,-23000000,-59000000,-33000000,54000000,-39000000,7000000,1157000000,1176000000,115000000,152000000,343000000,124000000,663000000,6901000000,2084000000,5873000000,5656000000,2029000000,956000000,1618000000,-2618000000,-681000000,-969000000,3083000000,3420000000,4739000000,5035000000,4132000000,3526000000,2851000000
AZE,Azerbaijan,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,,,,-45000000,-21000000,-50000000,-29000000,57000000,-24000000,25000000,1171000000,1193000000,131000000,170000000,364000000,159000000,722000000,6961000000,2148000000,5875000000,5695000000,2087000000,1018000000,1706000000,-2416000000,-440000000,-593000000,3670000000,4181000000,5479000000,5745000000,4807000000,4112000000,3252000000
AZE,Azerbaijan,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,410000000,457000000,394000000,473000000,959000000,1077000000,1296000000,1395000000,1560000000,828000000,858000000,993000000,1135000000,1293000000,1683000000,2115000000,2587000000,3192000000,3595000000,5035000000,9778000000,12453000000,15832000000,14965000000,13527000000,12112000000,10599000000,9572000000,8643000000,7749000000
AZE,Azerbaijan,360,Gross domestic product corresponding to fiscal year,National Currency,,,,,,,,,,,,,5000000,31000000,709000000,2134000000,2732000000,3158000000,3312000000,3775000000,4718000000,5316000000,6063000000,7147000000,8530000000,12523000000,18746000000,28361000000,40137000000,35602000000,42465000000,52082000000,54744000000,58182000000,59014000000,54380000000,60425000000,70135000000,77210000000,76922000000,80630000000,83520000000,86352000000,89770000000,93667000000
AZE,Azerbaijan,362,Volume of imports (% change),Percent change,,,,,,,,,,,,,,-40.893,-24,4.886,33.125,55.835,5.041,-44.102,-0.031,10.374,35.767,26.298,-4.833,-2.268,2.467,6.739,8.457,-0.895,-6.737,32.809,11.867,13.615,5.238,11.793,-2.86,-3.806,-9.26,-2.22,2.024,-2.692,-4.639,-3.38,-3.86
AZE,Azerbaijan,363,Volume of exports (% change),Percent change,,,,,,,,,,,,,,-62.4,-8,-3.432,-5.744,29.524,24.973,-4.755,5.831,32.03,9.914,-0.488,7.691,42.441,39.689,45.687,6.777,7.402,-1.721,0.299,-1.209,-1.604,-2.388,9.674,2.513,-7.124,-5.951,9.587,7.231,1.196,-1.747,-1.434,-2.299
AZE,Azerbaijan,2777,General government total expenditure,% of GDP,,,,,,,,,,,,,,,24.284,18.665,19.75,20.191,18.721,19.505,18.24,16.785,23.139,21.662,24.216,22.498,25.299,26.068,31.439,34.506,31.958,33.735,36.636,37.779,36.374,38.68,35.378,35.707,34.235,34.446,31.901,31.305,31.194,30.111,29.703
AZE,Azerbaijan,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,,,,,-6.416,-1.093,-2.164,-1.032,1.631,-1.033,0.145,21.764,19.393,1.605,1.781,2.741,0.663,2.337,17.194,5.853,13.831,10.86,3.705,1.643,2.742,-4.814,-1.126,-1.381,3.993,4.446,5.877,6.029,4.786,3.928,3.044
AZE,Azerbaijan,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,,,,-6.407,-0.993,-1.839,-0.912,1.732,-0.633,0.539,22.024,19.672,1.833,1.99,2.908,0.85,2.545,17.342,6.032,13.836,10.935,3.813,1.749,2.891,-4.443,-0.728,-0.846,4.753,5.435,6.795,6.879,5.567,4.581,3.472
AZE,Azerbaijan,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,19.209,16.721,12.466,14.291,25.414,22.837,24.387,23.018,21.828,9.71,6.855,5.297,4.003,3.221,4.726,4.981,4.967,5.831,6.179,8.533,17.98,20.608,22.574,19.382,17.586,15.021,12.691,11.085,9.628,8.273
AZE,Azerbaijan,3092,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,,,1129.7,1664,411.76,19.795,3.674,-0.773,-8.525,1.805,1.768,2.758,2.121,6.709,9.577,8.227,16.586,20.783,1.35,5.664,7.754,1.007,2.424,1.448,4.048,12.438,12.844,2.3,2.5,2.5,2.7,2.7,3,3
AZE,Azerbaijan,3296,Unemployment rate (% of total labor force) (WEO),%,,,,,,,,,,,,,,,,,,,,,11.777,10.913,10.037,9.167,7.987,7.256,6.615,6.326,5.856,5.742,5.631,5.424,5.185,4.973,4.913,4.958,5.043,5.04,5.026,4.993,4.962,4.941,4.925,4.91,4.894
BDI,Burundi,345,Total investment (% of GDP),% of GDP,43.951,47.663,60.348,62.576,57.814,47.726,47.171,51.887,53.677,50.54,31.877,30.2,34.577,37.691,23.176,21.455,27.841,18.595,20,20,15.058,15.879,16.225,16.703,17.32,16.208,15.308,13.195,11.219,14.165,15.086,14.723,14.291,15.355,15.855,11,9,7,6,5,5,5,5,5,5
BDI,Burundi,346,Gross national savings (% of GDP),% of GDP,4.659,9.852,1.864,10.325,6.314,7.014,8.915,5.332,5.305,7.497,-4.677,4.076,2.687,10.117,7.225,7.453,3.161,5.961,-0.819,3.75,12.981,16.492,7.458,5.545,13.676,13.453,-4.247,-18.031,2.898,9.205,3.723,0.966,-3.761,-4.319,-3.393,-6.684,-4.085,-5.32,-7.359,-7.611,-6.939,-6.428,-5.377,-4.531,-3.814
BDI,Burundi,347,"Inflation, average consumer prices",Index,3.457,3.878,4.105,4.44,5.075,5.269,5.357,5.737,5.995,6.694,7.162,7.808,8.224,9.023,10.35,12.354,15.618,20.469,23.022,23.832,29.915,32.269,31.863,35.232,38.113,43.164,44.349,48.079,59.814,66.128,70.424,77.173,91.2,98.439,102.787,108.495,114.492,133.546,135.2,145.089,158.11,172.299,187.761,204.612,222.974
BDI,Burundi,352,Population (WEO),Value,4090000,4210000,4334000,4461000,4591000,4726000,4864000,5007000,5154000,5305000,5460000,5620000,5780000,5770000,5870000,5980000,6090000,6190000,6300000,6489000,6684000,6884000,7091000,7260000,7478000,7512000,7737000,7969000,8232000,8504000,8776000,9048000,9329000,9618000,9907000,10204000,10530000,10867000,11193000,11529000,11875000,12231000,12598000,12976000,13365000
BDI,Burundi,354,General government total expenditure,National Currency,,,,,,,,,,,39244000000,47377000000,68514000000,63677000000,52668000000,64277000000,74791000000,74865000000,92805000000,115123000000,154593000000,184917000000,184885000000,309752000000,411096000000,400440000000,477769000000,571710000000,786676000000,829723000000,1021530000000,1189470000000,1263660000000,1325580000000,1442140000000,1283710000000,1098890000000,1280310000000,1380440000000,1533780000000,1733750000000,1962320000000,2248270000000,2702790000000,3267950000000
BDI,Burundi,355,General government net lending/borrowing,National Currency,,,,,,,,,,,18344000000,10211000000,-10925000000,-3231000000,-4788000000,-10801000000,-26359000000,-17865000000,-20635000000,-29980000000,-40363000000,-63485000000,-41335000000,-125180000000,-155759000000,-127537000000,-129991000000,-36835000000,-51682000000,-112374000000,-90970000000,-98429000000,-127695000000,-72396000000,-164934000000,-250885000000,-321679000000,-456769000000,-532421000000,-612308000000,-735545000000,-883035000000,-1020320000000,-1328880000000,-1728840000000
BDI,Burundi,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,,-6813000000,429000000,-1213000000,-6328000000,-21359000000,-11165000000,-11185000000,-17145000000,-26091000000,-45027000000,-22612000000,-100310000000,-131247000000,-95547000000,-105690000000,-6965000000,-22682000000,-86124000000,-76111000000,-72886000000,-100610000000,-42826000000,-131234000000,-210252000000,-264801000000,-291663000000,-305472000000,-308673000000,-342941000000,-383628000000,-392485000000,-435802000000,-483030000000
BDI,Burundi,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,,,,,,855743000000,927328000000,1222030000000,1460680000000,1740320000000,1655050000000,1706210000000,1901730000000,1959210000000,561119000000,1173280000000,1204100000000,1394480000000,1443290000000,1623430000000,2137990000000,2514100000000,3036650000000,3613540000000,4293540000000,5101540000000,6067320000000,7961790000000,10455960000000,13729360000000
BDI,Burundi,360,Gross domestic product corresponding to fiscal year,National Currency,85546000000,89022000000,94027000000,102819000000,120365000000,141246000000,140742000000,143488000000,152798000000,179420000000,193662000000,211849000000,225439000000,227738000000,233554000000,249687000000,262893000000,342542000000,399881000000,487880000000,627262000000,727963000000,768145000000,849382000000,1007490000000,1208240000000,1309900000000,1467230000000,1911140000000,2184180000000,2501050000000,2819530000000,3365810000000,3997320000000,4538220000000,4723460000000,5192320000000,5872280000000,6183320000000,6757010000000,7383370000000,8070600000000,8958900000000,10042700000000,11263160000000
BDI,Burundi,362,Volume of imports (% change),Percent change,-7.161,0.139,29.925,7.209,3.21,-5.1,6.471,-14.224,0.499,-11.097,17.633,5.473,-13.182,-17.657,20.971,-0.079,-41.792,-22.457,55.236,-1.414,1.723,8.766,11.102,22.639,1.893,56.443,17.182,69.992,-31.955,3.528,86.968,-19.509,10.992,-0.547,10.27,-35.929,-2.215,-1.899,4.407,0.88,0.87,0.742,1.087,0.831,0.782
BDI,Burundi,363,Volume of exports (% change),Percent change,-44.338,48.945,11.543,-11.398,9.921,12.6,-12.629,8.917,1.766,-10.015,0.413,22.903,5.976,-19.221,-20.668,28.289,-49.669,64.512,-23.443,5.611,5.329,5.001,-14.395,38.579,0.748,22.479,-13.167,12.02,41.616,-13.838,33.917,14.971,12.883,14.586,-12.373,-4.046,0.459,-1.354,5.128,4.976,6.016,6.186,6.102,6.698,7.15
BDI,Burundi,2777,General government total expenditure,% of GDP,,,,,,,,,,,20.264,22.364,30.391,27.961,22.551,25.743,28.449,21.856,23.208,23.597,24.646,25.402,24.069,36.468,40.804,33.142,36.474,38.965,41.163,37.988,40.844,42.187,37.544,33.162,31.778,27.177,21.164,21.803,22.325,22.699,23.482,24.314,25.095,26.913,29.014
BDI,Burundi,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,9.472,4.82,-4.846,-1.419,-2.05,-4.326,-10.026,-5.215,-5.16,-6.145,-6.435,-8.721,-5.381,-14.738,-15.46,-10.556,-9.924,-2.51,-2.704,-5.145,-3.637,-3.491,-3.794,-1.811,-3.634,-5.311,-6.195,-7.778,-8.611,-9.062,-9.962,-10.941,-11.389,-13.232,-15.35
BDI,Burundi,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,,-3.022,0.188,-0.52,-2.534,-8.125,-3.259,-2.797,-3.514,-4.159,-6.185,-2.944,-11.81,-13.027,-7.908,-8.069,-0.475,-1.187,-3.943,-3.043,-2.585,-2.989,-1.071,-2.892,-4.451,-5.1,-4.967,-4.94,-4.568,-4.645,-4.753,-4.381,-4.339,-4.289
BDI,Burundi,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,,,,,136.425,127.387,159.088,171.969,172.738,136.98,130.255,129.613,102.515,25.69,46.912,42.706,41.431,36.106,35.772,45.263,48.42,51.712,58.44,63.542,69.095,75.178,88.87,104.115,121.896
BDI,Burundi,3092,"Inflation, average consumer prices",Percent change,1.2,12.178,5.854,8.158,14.301,3.821,1.668,7.108,4.49,11.667,6.991,9.011,5.328,9.714,14.713,19.361,26.416,31.063,12.471,3.522,25.523,7.868,-1.258,10.574,8.177,13.253,2.744,8.412,24.407,10.557,6.496,9.583,18.176,7.938,4.417,5.553,5.527,16.643,1.238,7.315,8.974,8.974,8.974,8.974,8.974
BEL,Belgium,345,Total investment (% of GDP),% of GDP,27.506,23.419,22.381,19.528,20.515,19.746,19.338,20.4,22.696,24.438,25.319,23.744,23.482,22.784,22.82,21.825,21.671,22.296,22.416,22.713,23.782,22.592,20.665,20.86,22.495,23.609,23.884,24.448,25.731,21.664,22.692,23.99,23.205,22.173,23.358,23.618,24.075,24.571,24.42,24.465,24.529,24.7,24.926,25.152,25.391
BEL,Belgium,346,Gross national savings (% of GDP),% of GDP,19.731,17.325,16.508,16.219,17.424,17.505,18.618,19.572,22.067,23.349,23.521,22.615,22.933,24.279,25.492,25.632,25.053,25.996,25.879,28.65,26.016,23.994,25.136,24.237,25.572,25.594,25.724,25.938,24.732,20.589,24.456,22.917,23.151,21.855,22.487,22.596,23.472,25.298,24.825,24.795,25.027,25.094,25.342,25.585,25.818
BEL,Belgium,347,"Inflation, average consumer prices",Index,39.608,42.629,46.348,49.9,53.067,55.65,56.371,57.247,57.913,59.711,61.773,63.729,65.168,66.787,68.387,69.253,70.476,71.535,72.184,73.003,74.959,76.784,77.973,79.155,80.625,82.671,84.595,86.132,89.998,89.993,92.093,95.18,97.679,98.898,99.383,99.999,101.769,104.033,106.437,108.491,110.231,112.315,114.423,116.635,118.915
BEL,Belgium,352,Population (WEO),Value,9855000,9863000,9855000,9858000,9853000,9858000,9859000,9865000,9876000,9928000,9948000,9987000,10022000,10068000,10101000,10131000,10143000,10170000,10192000,10214000,10239000,10263000,10310000,10356000,10396000,10446000,10511000,10585000,10667000,10753000,10840000,11001000,11076000,11138000,11181000,11237000,11311000,11352000,11411000,11470000,11529000,11589000,11649000,11710000,11770000
